Year,Area,ANZSIC06,Measure,Value,Flags
"2018","Canterbury Region","N729400 Call Centre Operation","Employee Count",55,
"2018","Canterbury Region","N729900 Other Administrative Services n.e.c.","Geographic Units",390,
"2018","Canterbury Region","N729900 Other Administrative Services n.e.c.","Employee Count",900,
"2018","Canterbury Region","N731100 Building and Other Industrial Cleaning Services","Geographic Units",600,
"2018","Canterbury Region","N731100 Building and Other Industrial Cleaning Services","Employee Count",3200,
"2018","Canterbury Region","N731200 Building Pest Control Services","Geographic Units",42,
"2018","Canterbury Region","N731200 Building Pest Control Services","Employee Count",110,
"2018","Canterbury Region","N731300 Gardening Services","Geographic Units",402,
"2018","Canterbury Region","N731300 Gardening Services","Employee Count",560,
"2018","Canterbury Region","N732000 Packaging Services","Geographic Units",15,
"2018","Canterbury Region","N732000 Packaging Services","Employee Count",300,
"2018","Canterbury Region","O751000 Central Government Administration","Geographic Units",60,
"2018","Canterbury Region","O751000 Central Government Administration","Employee Count",2950,
"2018","Canterbury Region","O753000 Local Government Administration","Geographic Units",69,
"2018","Canterbury Region","O753000 Local Government Administration","Employee Count",3100,
"2018","Canterbury Region","O754000 Justice","Geographic Units",6,
"2018","Canterbury Region","O754000 Justice","Employee Count",390,
"2018","Canterbury Region","O760000 Defence","Geographic Units",9,
"2018","Canterbury Region","O760000 Defence","Employee Count",1200,
"2018","Canterbury Region","O771100 Police Services","Geographic Units",36,
"2018","Canterbury Region","O771100 Police Services","Employee Count",1200,
"2018","Canterbury Region","O771200 Investigation and Security Services","Geographic Units",114,
"2018","Canterbury Region","O771200 Investigation and Security Services","Employee Count",1450,
"2018","Canterbury Region","O771300 Fire Protection and Other Emergency Services","Geographic Units",117,
"2018","Canterbury Region","O771300 Fire Protection and Other Emergency Services","Employee Count",340,
"2018","Canterbury Region","O771400 Correctional and Detention Services","Geographic Units",15,
"2018","Canterbury Region","O771400 Correctional and Detention Services","Employee Count",1150,
"2018","Canterbury Region","O771900 Other Public Order and Safety Services","Geographic Units",9,
"2018","Canterbury Region","O771900 Other Public Order and Safety Services","Employee Count",100,
"2018","Canterbury Region","O772000 Regulatory Services","Geographic Units",63,
"2018","Canterbury Region","O772000 Regulatory Services","Employee Count",730,
"2018","Canterbury Region","P801000 Preschool Education","Geographic Units",378,
"2018","Canterbury Region","P801000 Preschool Education","Employee Count",3750,
"2018","Canterbury Region","P802100 Primary Education","Geographic Units",228,
"2018","Canterbury Region","P802100 Primary Education","Employee Count",6000,
"2018","Canterbury Region","P802200 Secondary Education","Geographic Units",39,
"2018","Canterbury Region","P802200 Secondary Education","Employee Count",4700,
"2018","Canterbury Region","P802300 Combined Primary and Secondary Education","Geographic Units",18,
"2018","Canterbury Region","P802300 Combined Primary and Secondary Education","Employee Count",1000,
"2018","Canterbury Region","P802400 Special School Education","Geographic Units",9,
"2018","Canterbury Region","P802400 Special School Education","Employee Count",480,
"2018","Canterbury Region","P810100 Technical and Vocational Education and Training","Geographic Units",63,
"2018","Canterbury Region","P810100 Technical and Vocational Education and Training","Employee Count",500,
"2018","Canterbury Region","P810200 Higher Education","Geographic Units",15,
"2018","Canterbury Region","P810200 Higher Education","Employee Count",4800,
"2018","Canterbury Region","P821100 Sports and Physical Recreation Instruction","Geographic Units",117,
"2018","Canterbury Region","P821100 Sports and Physical Recreation Instruction","Employee Count",390,
"2018","Canterbury Region","P821200 Arts Education","Geographic Units",51,
"2018","Canterbury Region","P821200 Arts Education","Employee Count",60,
"2018","Canterbury Region","P821900 Adult, Community and Other Education n.e.c.","Geographic Units",282,
"2018","Canterbury Region","P821900 Adult, Community and Other Education n.e.c.","Employee Count",1000,
"2018","Canterbury Region","P822000 Educational Support Services","Geographic Units",63,
"2018","Canterbury Region","P822000 Educational Support Services","Employee Count",170,
"2018","Canterbury Region","Q840100 Hospitals (Except Psychiatric Hospitals)","Geographic Units",42,
"2018","Canterbury Region","Q840100 Hospitals (Except Psychiatric Hospitals)","Employee Count",11000,
"2018","Canterbury Region","Q840200 Psychiatric Hospitals","Geographic Units",3,
"2018","Canterbury Region","Q840200 Psychiatric Hospitals","Employee Count",650,
"2018","Canterbury Region","Q851100 General Practice Medical Services","Geographic Units",639,
"2018","Canterbury Region","Q851100 General Practice Medical Services","Employee Count",1800,
"2018","Canterbury Region","Q851200 Specialist Medical Services","Geographic Units",384,
"2018","Canterbury Region","Q851200 Specialist Medical Services","Employee Count",630,
"2018","Canterbury Region","Q852000 Pathology and Diagnostic Imaging Services","Geographic Units",36,
"2018","Canterbury Region","Q852000 Pathology and Diagnostic Imaging Services","Employee Count",930,
"2018","Canterbury Region","Q853100 Dental Services","Geographic Units",285,
"2018","Canterbury Region","Q853100 Dental Services","Employee Count",670,
"2018","Canterbury Region","Q853200 Optometry and Optical Dispensing","Geographic Units",51,
"2018","Canterbury Region","Q853200 Optometry and Optical Dispensing","Employee Count",300,
"2018","Canterbury Region","Q853300 Physiotherapy Services","Geographic Units",183,
"2018","Canterbury Region","Q853300 Physiotherapy Services","Employee Count",380,
"2018","Canterbury Region","Q853400 Chiropractic and Osteopathic Services","Geographic Units",87,
"2018","Canterbury Region","Q853400 Chiropractic and Osteopathic Services","Employee Count",85,
"2018","Canterbury Region","Q853900 Other Allied Health Services","Geographic Units",486,
"2018","Canterbury Region","Q853900 Other Allied Health Services","Employee Count",2700,
"2018","Canterbury Region","Q859100 Ambulance Services","Geographic Units",45,
"2018","Canterbury Region","Q859100 Ambulance Services","Employee Count",460,
"2018","Canterbury Region","Q859900 Other Health Care Services n.e.c.","Geographic Units",81,
"2018","Canterbury Region","Q859900 Other Health Care Services n.e.c.","Employee Count",1500,
"2018","Canterbury Region","Q860100 Aged Care Residential Services","Geographic Units",129,
"2018","Canterbury Region","Q860100 Aged Care Residential Services","Employee Count",5700,
"2018","Canterbury Region","Q860900 Other Residential Care Services","Geographic Units",117,
"2018","Canterbury Region","Q860900 Other Residential Care Services","Employee Count",3500,
"2018","Canterbury Region","Q871000 Child Care Services","Geographic Units",120,
"2018","Canterbury Region","Q871000 Child Care Services","Employee Count",1150,
"2018","Canterbury Region","Q879000 Other Social Assistance Services","Geographic Units",228,
"2018","Canterbury Region","Q879000 Other Social Assistance Services","Employee Count",2000,
"2018","Canterbury Region","R891000 Museum Operation","Geographic Units",30,
"2018","Canterbury Region","R891000 Museum Operation","Employee Count",310,
"2018","Canterbury Region","R892100 Zoological and Botanical Gardens Operation","Geographic Units",6,
"2018","Canterbury Region","R892100 Zoological and Botanical Gardens Operation","Employee Count",75,
"2018","Canterbury Region","R892200 Nature Reserves and Conservation Parks Operation","Geographic Units",27,
"2018","Canterbury Region","R892200 Nature Reserves and Conservation Parks Operation","Employee Count",430,
"2018","Canterbury Region","R900100 Performing Arts Operation","Geographic Units",48,
"2018","Canterbury Region","R900100 Performing Arts Operation","Employee Count",140,
"2018","Canterbury Region","R900200 Creative Artists, Musicians, Writers and Performers","Geographic Units",192,
"2018","Canterbury Region","R900200 Creative Artists, Musicians, Writers and Performers","Employee Count",85,
"2018","Canterbury Region","R900300 Performing Arts Venue Operation","Geographic Units",24,
"2018","Canterbury Region","R900300 Performing Arts Venue Operation","Employee Count",120,
"2018","Canterbury Region","R911100 Health and Fitness Centres and Gymnasia Operation","Geographic Units",117,
"2018","Canterbury Region","R911100 Health and Fitness Centres and Gymnasia Operation","Employee Count",430,
"2018","Canterbury Region","R911200 Sports and Physical Recreation Clubs and Sports Professionals","Geographic Units",360,
"2018","Canterbury Region","R911200 Sports and Physical Recreation Clubs and Sports Professionals","Employee Count",570,
"2018","Canterbury Region","R911300 Sports and Physical Recreation Venues, Grounds and Facilities Operation","Geographic Units",87,
"2018","Canterbury Region","R911300 Sports and Physical Recreation Venues, Grounds and Facilities Operation","Employee Count",1200,
"2018","Canterbury Region","R911400 Sports and Physical Recreation Administrative Service","Geographic Units",96,
"2018","Canterbury Region","R911400 Sports and Physical Recreation Administrative Service","Employee Count",300,
"2018","Canterbury Region","R912100 Horse and Dog Racing Administration and Track Operation","Geographic Units",30,
"2018","Canterbury Region","R912100 Horse and Dog Racing Administration and Track Operation","Employee Count",540,
"2018","Canterbury Region","R912900 Other Horse and Dog Racing Activities","Geographic Units",129,
"2018","Canterbury Region","R912900 Other Horse and Dog Racing Activities","Employee Count",170,
"2018","Canterbury Region","R913100 Amusement Parks and Centres Operation","Geographic Units",15,
"2018","Canterbury Region","R913100 Amusement Parks and Centres Operation","Employee Count",90,
"2018","Canterbury Region","R913900 Amusement and Other Recreation Activities n.e.c.","Geographic Units",141,
"2018","Canterbury Region","R913900 Amusement and Other Recreation Activities n.e.c.","Employee Count",260,
"2018","Canterbury Region","R920100 Casino Operation","Geographic Units",3,
"2018","Canterbury Region","R920100 Casino Operation","Employee Count",530,
"2018","Canterbury Region","R920200 Lottery Operation","Geographic Units",6,
"2018","Canterbury Region","R920200 Lottery Operation","Employee Count",6,
"2018","Canterbury Region","R920900 Other Gambling Activities","Geographic Units",12,
"2018","Canterbury Region","R920900 Other Gambling Activities","Employee Count",110,
"2018","Canterbury Region","S941100 Automotive Electrical Services","Geographic Units",99,
"2018","Canterbury Region","S941100 Automotive Electrical Services","Employee Count",290,
"2018","Canterbury Region","S941200 Automotive Body, Paint and Interior Repair","Geographic Units",288,
"2018","Canterbury Region","S941200 Automotive Body, Paint and Interior Repair","Employee Count",1200,
"2018","Canterbury Region","S941900 Other Automotive Repair and Maintenance","Geographic Units",639,
"2018","Canterbury Region","S941900 Other Automotive Repair and Maintenance","Employee Count",1650,
"2018","Canterbury Region","S942100 Domestic Appliance Repair and Maintenance","Geographic Units",63,
"2018","Canterbury Region","S942100 Domestic Appliance Repair and Maintenance","Employee Count",120,
"2018","Canterbury Region","S942200 Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance","Geographic Units",93,
"2018","Canterbury Region","S942200 Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance","Employee Count",130,
"2018","Canterbury Region","S942900 Other Machinery and Equipment Repair and Maintenance","Geographic Units",168,
"2018","Canterbury Region","S942900 Other Machinery and Equipment Repair and Maintenance","Employee Count",350,
"2018","Canterbury Region","S949100 Clothing and Footwear Repair","Geographic Units",21,
"2018","Canterbury Region","S949100 Clothing and Footwear Repair","Employee Count",30,
"2018","Canterbury Region","S949900 Other Repair and Maintenance n.e.c.","Geographic Units",60,
"2018","Canterbury Region","S949900 Other Repair and Maintenance n.e.c.","Employee Count",90,
"2018","Canterbury Region","S951100 Hairdressing and Beauty Services","Geographic Units",621,
"2018","Canterbury Region","S951100 Hairdressing and Beauty Services","Employee Count",1550,
"2018","Canterbury Region","S951200 Diet and Weight Reduction Centre Operation","Geographic Units",6,
"2018","Canterbury Region","S951200 Diet and Weight Reduction Centre Operation","Employee Count",15,
"2018","Canterbury Region","S952000 Funeral, Crematorium and Cemetery Services","Geographic Units",72,
"2018","Canterbury Region","S952000 Funeral, Crematorium and Cemetery Services","Employee Count",170,
"2018","Canterbury Region","S953100 Laundry and Dry-Cleaning Services","Geographic Units",78,
"2018","Canterbury Region","S953100 Laundry and Dry-Cleaning Services","Employee Count",650,
"2018","Canterbury Region","S953200 Photographic Film Processing","Geographic Units",9,
"2018","Canterbury Region","S953200 Photographic Film Processing","Employee Count",30,
"2018","Canterbury Region","S953300 Parking Services","Geographic Units",6,
"2018","Canterbury Region","S953300 Parking Services","Employee Count",65,
"2018","Canterbury Region","S953400 Brothel Keeping and Prostitution Services","Geographic Units",9,
"2018","Canterbury Region","S953400 Brothel Keeping and Prostitution Services","Employee Count",12,
"2018","Canterbury Region","S953900 Other Personal Services n.e.c.","Geographic Units",204,
"2018","Canterbury Region","S953900 Other Personal Services n.e.c.","Employee Count",210,
"2018","Canterbury Region","S954000 Religious Services","Geographic Units",192,
"2018","Canterbury Region","S954000 Religious Services","Employee Count",1350,
"2018","Canterbury Region","S955100 Business and Professional Association Services","Geographic Units",84,
"2018","Canterbury Region","S955100 Business and Professional Association Services","Employee Count",220,
"2018","Canterbury Region","S955200 Labour Association Services","Geographic Units",21,
"2018","Canterbury Region","S955200 Labour Association Services","Employee Count",110,
"2018","Canterbury Region","S955900 Other Interest Group Services n.e.c.","Geographic Units",450,
"2018","Canterbury Region","S955900 Other Interest Group Services n.e.c.","Employee Count",1400,
